"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","created_at","favourites_count","utc_offset","time_zone","geo_enabled","verified","statuses_count","lang","contributors_enabled","is_translator","is_translation_enabled","profile_background_color","profile_background_image_url","profile_background_image_url_https","profile_background_tile","profile_image_url","profile_image_url_https","profile_banner_url","profile_link_color","profile_sidebar_border_color","profile_sidebar_fill_color","profile_text_color","profile_use_background_image","has_extended_profile","default_profile","default_profile_image","following","follow_request_sent","notifications","translator_type"
"x3308277802","Think With Google TR","ThinkGoogleTR","Türkiye","Think Bülteni’ne kayit olun, pazarlamayla ilgili en yeni veriler, içgörüler ve parlak fikirler posta kutunuza gelsin: https://t.co/yjCHWsLMvE","https://t.co/O5fhm9aT8O",FALSE,26204,45,125,2015-06-04 14:08:55,55,,,FALSE,TRUE,1634,,FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1040199887034441730/rGVg0mjt_normal.jpg","https://pbs.twimg.com/profile_images/1040199887034441730/rGVg0mjt_normal.jpg","https://pbs.twimg.com/profile_banners/3308277802/1597748917","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none"
"x3200045434","Google España","GoogleES","España","Ayuda técnica: https://t.co/iL4jtHSHsf",,FALSE,57704,281,579,2015-04-24 05:00:54,1056,,,TRUE,TRUE,3781,,FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1214480780472279040/sH9e2ctc_normal.png","https://pbs.twimg.com/profile_images/1214480780472279040/sH9e2ctc_normal.png","https://pbs.twimg.com/profile_banners/3200045434/1610016966","1B95E0","000000","000000","000000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x3120694953","Think with Google ES","ThinkGoogleES","Google España","Insights, inspiración y casos de éxito de marketing digital.","https://t.co/t6WcQ7BqSM",FALSE,13671,3353,485,2015-03-27 07:35:33,7191,,,FALSE,TRUE,6786,,FALSE,FALSE,FALSE,"DFDFDF","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1144155351060819968/43p4aicF_normal.png","https://pbs.twimg.com/profile_images/1144155351060819968/43p4aicF_normal.png","https://pbs.twimg.com/profile_banners/3120694953/1597746660","00BCD5","000000","000000","000000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x3072862181","Think with Google FR","TWGoogleFR","Paris, France","Suivez-nous pour tout savoir sur les dernières tendances du marketing digital et faire le plein d’insights avec Google","http://t.co/4jdtlUIw5X",FALSE,10671,1161,378,2015-03-05 17:21:02,6057,,,TRUE,TRUE,6504,,FALSE,FALSE,FALSE,"00BCD4","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/1040205947724079109/cRgnSE_X_normal.jpg","https://pbs.twimg.com/profile_images/1040205947724079109/cRgnSE_X_normal.jpg","https://pbs.twimg.com/profile_banners/3072862181/1598604802","00BCD4","C0DEED","DDEEF6","333333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x3039195467","Google California","GoogleInCA","Mountain View","News, photos and musings about Google's people, products and partner organizations at work in California.","http://t.co/twxHxObKhq",FALSE,12628,866,137,2015-02-15 15:23:08,296,,,TRUE,TRUE,831,,FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/638745051858792450/tIobGrc7_normal.png","https://pbs.twimg.com/profile_images/638745051858792450/tIobGrc7_normal.png","https://pbs.twimg.com/profile_banners/3039195467/1425399112","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none"
"x3015949078","Google Cloud Japan","googlecloud_jp","<U+65E5><U+672C>","Google <U+306E><U+4F01><U+696D><U+5411><U+3051><U+30AF><U+30E9><U+30A6><U+30C9> <U+30BD><U+30EA><U+30E5><U+30FC><U+30B7><U+30E7><U+30F3><U+3067><U+3059><U+3002>Google <U+5404><U+7A2E><U+30B5><U+30FC><U+30D3><U+30B9><U+3092><U+652F><U+3048><U+308B><U+30A4><U+30F3><U+30D5><U+30E9><U+3001><U+30C4><U+30FC><U+30EB><U+3001><U+30D7><U+30E9><U+30C3><U+30C8><U+30D5><U+30A9><U+30FC><U+30E0><U+3092><U+63D0><U+4F9B><U+3059><U+308B> Google Cloud Platform (GCP) <U+3084><U+3001><U+696D><U+52D9><U+52B9><U+7387><U+5316><U+3092><U+652F><U+63F4><U+3059><U+308B> Google Workspace<U+3001>Google Maps Platform <U+7B49><U+3092><U+63D0><U+4F9B><U+3057><U+3066><U+3044><U+307E><U+3059><U+3002>","https://t.co/0X1XBXBTrC",FALSE,45822,88,570,2015-02-04 01:23:31,355,,,FALSE,TRUE,2751,,FALSE,FALSE,FALSE,"ABB8C2","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1052081886346981376/Dum9UEAc_normal.jpg","https://pbs.twimg.com/profile_images/1052081886346981376/Dum9UEAc_normal.jpg","https://pbs.twimg.com/profile_banners/3015949078/1539670824","3B94D9","C0DEED","DDEEF6","333333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2815096300","Google en France","GoogleEnFrance","France","Toutes les contributions de Google pour accompagner la #TransfoNum française #AteliersNumeriques https://t.co/UGmV4PkISP","https://t.co/9VWQiFyBQF",FALSE,33072,1315,543,2014-10-08 11:24:33,3268,,,TRUE,TRUE,3486,,FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1215230469140287488/6BX3NWyK_normal.png","https://pbs.twimg.com/profile_images/1215230469140287488/6BX3NWyK_normal.png","https://pbs.twimg.com/profile_banners/2815096300/1588152107","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none"
"x2542067612","Google for Startups - Spain","GoogleStartupES","Madrid, Spain","Google for Startups brings the best of Google's products, connections, and best practices to enable startups to build something better.","https://t.co/gQ6zse3z2y",FALSE,25355,768,712,2014-06-02 19:54:25,7246,,,TRUE,FALSE,8534,,FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1148133847239942145/I-_nrPAL_normal.png","https://pbs.twimg.com/profile_images/1148133847239942145/I-_nrPAL_normal.png","https://pbs.twimg.com/profile_banners/2542067612/1540457808","9266CC","000000","000000","000000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2542036615","Campus Warsaw","CampusWarsaw","Warsaw, Poland","For all things @CampusWarsaw, visit https://t.co/sncfUtAQio","https://t.co/EOpEG1Wp0V",TRUE,2485,162,71,2014-06-02 19:15:49,374,,,FALSE,FALSE,478,,FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/864615990029570048/1VkTtJue_normal.jpg","https://pbs.twimg.com/profile_images/864615990029570048/1VkTtJue_normal.jpg","https://pbs.twimg.com/profile_banners/2542036615/1540230608","FFCC4D","000000","000000","000000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2542024626","Campus Seoul","CampusSeoul","","For all things Google for Startups Campus, visit https://t.co/VSKkpjG52E or https://t.co/1FEigBNnKF","https://t.co/wxOpaRokjc",TRUE,866,161,25,2014-06-02 19:27:38,544,,,FALSE,FALSE,309,,FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/865252011255541760/RtDRW_8x_normal.jpg","https://pbs.twimg.com/profile_images/865252011255541760/RtDRW_8x_normal.jpg","https://pbs.twimg.com/profile_banners/2542024626/1540230817","FA743E","000000","000000","000000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2540555432","Google <U+5E83><U+544A> <U+516C><U+5F0F>","GoogleAdsJP","","Google <U+5E83><U+544A> <U+516C><U+5F0F><U+30A2><U+30AB><U+30A6><U+30F3><U+30C8><U+3067><U+3059><U+3002><U+5F79><U+7ACB><U+3064><U+60C5><U+5831><U+3092><U+968F><U+6642><U+30B2><U+30C3><U+30C8><U+3067><U+304D><U+307E><U+3059><U+3002>","https://t.co/WRrBtDtks1",FALSE,7999,117,199,2014-06-02 01:38:22,13,,,FALSE,TRUE,2957,,FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1021855452953337861/CUMbW9DE_normal.jpg","https://pbs.twimg.com/profile_images/1021855452953337861/CUMbW9DE_normal.jpg","https://pbs.twimg.com/profile_banners/2540555432/1532464284","0042B3","C0DEED","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2468003900","Google FR","GoogleFR","France","Nouveautés, conseils et astuces pour chercher, explorer et... tweeter ! Bienvenue sur le compte de Google France.","https://t.co/E0UbRfyFnR",FALSE,103237,208,639,2014-04-28 16:41:17,1051,,,TRUE,TRUE,10439,,FALSE,FALSE,FALSE,"FFFFFF","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/1226813292175294464/6u8uX8S8_normal.png","https://pbs.twimg.com/profile_images/1226813292175294464/6u8uX8S8_normal.png","https://pbs.twimg.com/profile_banners/2468003900/1596812469","2071EB","C0DEED","DDEEF6","333333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2336468364","Google Actívate","GoogleActivate","España","#GoogleActívate es el proyecto para formarte gratis en competencias digitales. Una iniciativa de #GrowWithGoogle","https://t.co/IQl36apyas",FALSE,42007,394,919,2014-02-10 10:39:59,11391,,,TRUE,FALSE,5030,,FALSE,FALSE,FALSE,"FFFFFF","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/1179320706926092289/k5XDmxOF_normal.jpg","https://pbs.twimg.com/profile_images/1179320706926092289/k5XDmxOF_normal.jpg","https://pbs.twimg.com/profile_banners/2336468364/1508149142","ABB8C2","FFFFFF","DDEEF6","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2318864496","Think with Google UK","ThinkGoogleUK","United Kingdom","The latest trends and insights from Google and YouTube to help inform your marketing strategies. #ThinkwithGoogle","http://t.co/076lQrnGoz",FALSE,29330,2889,485,2014-01-30 13:06:13,32427,,,TRUE,TRUE,4360,,FALSE,FALSE,FALSE,"B7E4EF","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1044609393076162560/ToM2OQgF_normal.jpg","https://pbs.twimg.com/profile_images/1044609393076162560/ToM2OQgF_normal.jpg","https://pbs.twimg.com/profile_banners/2318864496/1597400380","4286F4","FFFFFF","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x2232721860","Google UK","GoogleUK","","#StayAtHome","https://t.co/IZjbuo9iIp",FALSE,190595,537,811,2013-12-06 09:40:37,4315,,,TRUE,TRUE,5059,,FALSE,FALSE,FALSE,"FFFFFF","http://abs.twimg.com/images/themes/theme9/bg.gif","https://abs.twimg.com/images/themes/theme9/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/1351262399555362816/--VA_Ac3_normal.jpg","https://pbs.twimg.com/profile_images/1351262399555362816/--VA_Ac3_normal.jpg","https://pbs.twimg.com/profile_banners/2232721860/1607471900","175DCF","FFFFFF","DDEEF6","333333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x1531496234","Google for Startups UK","GoogleStartupUK","Old Street","Google for Startups brings the best of Google's products, connections, and best practices to enable startups to build something better.","https://t.co/KxjNt3rCR0",FALSE,42667,1054,955,2013-06-19 17:36:49,6797,,,TRUE,TRUE,6445,,FALSE,FALSE,TRUE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1054437367354929152/2-Z8OCNA_normal.jpg","https://pbs.twimg.com/profile_images/1054437367354929152/2-Z8OCNA_normal.jpg","https://pbs.twimg.com/profile_banners/1531496234/1540232456","0084B4","000000","DDEEF6","333333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x389457820","Google Danmark","GoogleDanmark","Denmark","Her deler vi nyheder og begivenheder fra Google i Danmark samt udvalgte updates fra andre divisioner.","http://t.co/WelQwuO1Vi",FALSE,3238,114,44,2011-10-12 13:16:28,130,,,TRUE,FALSE,492,,FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/638982332037230592/tsLapU_H_normal.png","https://pbs.twimg.com/profile_images/638982332037230592/tsLapU_H_normal.png","https://pbs.twimg.com/profile_banners/389457820/1501686430","0084B4","FFFFFF","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x384536513","Google Malaysia","GoogleMsia","Kuala Lumpur, Malaysia","Official Google Malaysia on Twitter","http://t.co/uIvl6RbDzu",FALSE,18901,141,0,2011-10-03 21:28:07,72,,,TRUE,FALSE,4054,,FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/638930742727184384/TGanrISA_normal.png","https://pbs.twimg.com/profile_images/638930742727184384/TGanrISA_normal.png","https://pbs.twimg.com/profile_banners/384536513/1593164694","0084B4","C0DEED","DDEEF6","333333",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x377627357","YouTube Brasil","YouTubeBrasil","Brazil","Faça novas histórias, crie comunidades e explore o mundo!

É criador? Siga a gente no @YTCriadores. 

E, se precisar de suporte, conte com o nosso @TeamYouTube.","https://t.co/GVMKKCkNk0",FALSE,499515,230,297,2011-09-21 21:33:31,2516,,,FALSE,TRUE,7486,,FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/1333837083329355776/Hlvv9cQW_normal.jpg","https://pbs.twimg.com/profile_images/1333837083329355776/Hlvv9cQW_normal.jpg","https://pbs.twimg.com/profile_banners/377627357/1606846517","009999","FFFFFF","EFEFEF","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x357881322","Google Indonesia","Google_IDN","Indonesia","Selamat datang di Google Indonesia!",,FALSE,156517,143,259,2011-08-19 01:40:11,3767,,,TRUE,TRUE,7887,,FALSE,FALSE,FALSE,"9AE4E8","http://abs.twimg.com/images/themes/theme16/bg.gif","https://abs.twimg.com/images/themes/theme16/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/805651234698842112/uPSrYOHT_normal.jpg","https://pbs.twimg.com/profile_images/805651234698842112/uPSrYOHT_normal.jpg","https://pbs.twimg.com/profile_banners/357881322/1608130243","91D2FA","FFFFFF","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"regular"
"x319244575","Google Chile","GoogleChile","Chile","Noticias desde Google Chile","https://t.co/tmfZYME735",FALSE,136213,165,205,2011-06-17 20:03:09,624,,,FALSE,TRUE,4041,,FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/1313547461512880128/XpnRuLqK_normal.jpg","https://pbs.twimg.com/profile_images/1313547461512880128/XpnRuLqK_normal.jpg","https://pbs.twimg.com/profile_banners/319244575/1610630281","0084B4","000000","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x294561527","Google Thailand","GoogleThailand","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>","https://t.co/fl4ptx1vsi","https://t.co/ncmDSAIMj1",FALSE,35468,56,205,2011-05-07 11:14:43,13,,,FALSE,TRUE,2626,,FALSE,FALSE,FALSE,"FFFFFF","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/924682339258470401/HbmOMfzW_normal.jpg","https://pbs.twimg.com/profile_images/924682339258470401/HbmOMfzW_normal.jpg","https://pbs.twimg.com/profile_banners/294561527/1593585096","0084B4","EDEDED","EBF5FA","333333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x278208769","Google Philippines","GooglePH","Pilipinas | Philippines","Official Google Philippines on Twitter. This isn't a help desk. If you need support, visit https://t.co/iL4jtHB63F","https://t.co/LcbqcSXcPD",FALSE,16846,377,147,2011-04-06 20:43:11,475,,,FALSE,FALSE,2536,,FALSE,FALSE,FALSE,"131516","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/769405728792641536/_Ti5aGnm_normal.jpg","https://pbs.twimg.com/profile_images/769405728792641536/_Ti5aGnm_normal.jpg","https://pbs.twimg.com/profile_banners/278208769/1380531986","FF002B","FFFFFF","EFEFEF","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x182578529","Google DevRel Brasil","googledevbr","Brasil","Canal Oficial de Relacionamento com Desenvolvedores do Brasil - Google",,FALSE,375948,140,556,2010-08-24 22:53:25,1240,,,FALSE,TRUE,3093,,FALSE,FALSE,FALSE,"FFFFFF","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1132972494233702400/NOR9cnBW_normal.jpg","https://pbs.twimg.com/profile_images/1132972494233702400/NOR9cnBW_normal.jpg","https://pbs.twimg.com/profile_banners/182578529/1569851572","2243BB","BBCCFF","EBEFF9","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
"x180380465","YouTube India","YouTubeIndia","","<U+0001F449> @TeamYouTube for support  
<U+0001F449> @YTCreatorsIndia for supportive tweet 
<U+0001F447> An account we opened to have one more place to read comments in","https://t.co/PzI34r1tgO",FALSE,1188035,429,786,2010-08-19 14:02:35,3055,,,TRUE,TRUE,17367,,FALSE,FALSE,FALSE,"C9191D","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/1272467881398157313/ByAbMEZw_normal.jpg","https://pbs.twimg.com/profile_images/1272467881398157313/ByAbMEZw_normal.jpg","https://pbs.twimg.com/profile_banners/180380465/1605621800","E81C4F","000000","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none"
